text_id,a_name,e_name,old_group,new_group,date,text_name,category,present,value_count,values
g2a4,A4,E44,2,III,1682,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Auflösung von Gold,1,7,Qualität des Goldes; natürliches Gold; Verhältnis Gold : Menstruum Universale 1 : 10; Gold löst sich auf; Abfiltrieren; Goldlösung in Phiole überführen; Phiole hermetisch sigillieren
g2a4,A4,E44,2,III,1682,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Beschreibung des Athanors,1,4,3 Kugeln; 1. Kugel die größte; 2. Kugel voller Löcher; 3. Kugel Eichenholz
g2a4,A4,E44,2,III,1682,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Erzeugung des Rubinkorns,1,21,gefüllte Phiole in Athanor; 1. Phiole in Wasserdampf; 1a. 40-45 Tage im Wasserdampf; 1b. im Wasserdampf Putrefaction; 2. Phiole in Aschebad; 2a: 40 Tage im Aschebad; 2b: im Aschebad Pfauenschwanz; nach Pfauenschwanz grün; 3. Phiole in halben Sandbad; 3a: Phiole schaut aus Sand heraus; 3b: 40-45 Tagen im halben Sandbad; 3c: zuerst im halben Sandbad Weiß; 3d: weitere 30 Tage im halben Sandbad; 3e: im halben Sandbad jetzt Gelb; 4: Phiole komplett im Sandbad; 4a: Zeit unbestimmt; 4b: im kompletten Sandbad Rot; 4c: im kompletten Sandbad in der Mitte Rubinkorn; Rubinkorn ist Linsengroß; 4d: im kompletten Sandbad außen rotes Pulver; 5: rotes Rubinkorn entnehmen
g2a4,A4,E44,2,III,1682,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Bezeichnung des Rubinkorns,1,1,Goldsamen
g2a4,A4,E44,2,III,1682,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Weiterer Syntheseschritt,1,1,Secunda Compositio
g2a4,A4,E44,2,III,1682,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Zwischenanalyse,1,1,auf glühendem Silberblech
g2a4,A4,E44,2,III,1682,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Multiplikation,1,6,Verhältnis Rubinkorn : Menstruum Universale 1 : 10; im Athanor durch alle Farben; schnellere Wiederholung der ersten Operation; mehrfache Multiplikation; nach 1. Multiplication kann die Tinktur 10 Teile tingieren; jede Multiplikation verzehnfacht die Kraft der Tinktur
g2a4,A4,E44,2,III,1682,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Fermentation,1,5,multiplizierte Tinktur und Gold; Verhältnis Tinktur : Gold = 1 : 10; Gold und Tinktur schmelzen; Gold wird brüchig; Gold zu Pulver stoßen
g2a4,A4,E44,2,III,1682,"A4 Processus D. Michaelis Sendivogii super centrum universi, seu Sal centrale",Projection,1,3,fermentiertes Goldpulver und Quecksilber; 1 Teil fermentiertes Goldpulver und 10 Teile Quecksilber in Schmelztiegel; Resultat: reines Gold
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Zuschreibung der Vorschrift,0,0,
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Philosophische Vorbetrachtung,0,0,
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Datierung der Probenahme,0,0,
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Ort der Probenahme,1,1,Lehmgrube
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Art der Erde,1,1,fette Erde
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Art der Probenahme,1,1,ohne Steine
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Aufteilung der Erde,0,0,
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Fundort der Erde,0,0,
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Imprägnation der Erde,0,0,
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Extraktion,1,7,Holzfass; wie Salpetersieder; Fass mit Stellhölzern; Fass mit Zapflöchern; Stroh auf die Stellhölzer; kaltes Wasser; 24 Tage stehen lassen
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Eindampfen,1,6,Kessel; Sieden; Wiederholung 8-10 Mal; Nach Einsieden stehen lassen; Salz kristallisiert aus; Salz wird gereinigt
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Bezeichnung des ausgelaugten Salzes,1,3,"Sal nitri terrae Philosophorum; Wasser, dass die Hände nicht netzt; Secretum omnium Philosophorum"
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Weiterverarbeitung Erdsalz,1,15,ausgelaugte Erde calcinieren; Erdsalz und calcinierte Erde vermischen; Verhältnis Erdsalz zu Erde 1:3; mit etwas destillierten Wasser; Kugeln herstellen; Mischung in Retorte geben; in Vorlage Wasser; 1 Pfund Wasser; destilliertes Wasser; per Gradus destillieren; Spiritus geht über; Sal volatile geht über; Spiritus und Sal volatile vermischen; vermischter Spiritus und Sal volatile in Gefäß gut verschlossen; Mischung aus Spiritus und Sal volatile warm lagern
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Weiterverarbeitung der Mischung von Spiritus und Sal volatile,0,0,
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Sal Volatile extra gewinnen,0,0,
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Extraktion Sal Fixum,1,6,"bereits verwendete Kugeln calcinieren; calcinierte Kugeln zermörsern; Extraktion mit Wasser; destilliertes warmes Wasser; Extrakt reinigen; Reinigen mit mehrmaligem Lösen, Filtrieren, Koagulieren und Auskristallisieren"
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Nasser und trockener Weg,1,1,Nein
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Zusammenfügung von zwei Prinzipien,0,0,
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Zusammenfügung der drei Prinzipien,1,3,"Sal Volatile im Mörser fein reiben; Sal Fixum im Mörser fein reiben; Sal Volatile, Sal Fixum und Spiritus zusammengeben"
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Bezeichnung des Lösungsmittels,1,4,Menstruum Universale; das rechte Wasser des Lebens; die rechte Fontina; unsere Philosophische Milch
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Salz mit Gold und Silber zusammenschmelzen,0,0,
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Auflösung von Gold,1,10,Qualität des Goldes; natürliches Gold; Verhältnis Gold : Menstruum Universale 1 : 10; Gold und Menstruum Universale in Kolben; 24 Stunden Digestion; Gold löst sich auf; Abgießen; Goldlösung in Phiole überführen; Phiole zu zwei Drittel leer; Phiole hermetisch sigillieren
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Beschreibung des Athanors,0,0,
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Erzeugung des Rubinkorns,1,19,gefüllte Phiole in Athanor; 1. Phiole in Wasserdampf; 1a. 40-50 Tage im Wasserdampf; 1b. im Wasserdampf Putrefaction; 2. Phiole in Aschebad; 2a: 50 Tage im Aschebad; 2b: im Aschebad Pfauenschwanz; 3. Phiole in halben Sandbad; 3a: Phiole schaut aus Sand heraus; 3b: 50 Tage im halben Sandbad; 3c: zuerst im halben Sandbad Weiß; 3d: weitere 30 Tage im halben Sandbad; 3e: im halben Sandbad jetzt Gelb; 4: Phiole komplett im Sandbad; 4a: 40 Tage im kompletten Sandbad; 4b: im kompletten Sandbad Rot; 4c: im kompletten Sandbad in der Mitte Rubinkorn; 4d: im kompletten Sandbad außen rotes Pulver; 5: rotes Rubinkorn entnehmen
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Bezeichnung des Rubinkorns,1,1,Goldsamen
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Weiterer Syntheseschritt,0,0,
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Zwischenanalyse,0,0,
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Multiplikation,1,9,Verhältnis Rubinkorn : Menstruum Universale 1 : 10; in Phiole überführen; Phiole verschließen; im Athanor durch alle Farben; schnellere Wiederholung der ersten Operation; mehrfache Multiplikation; jede erneute Multiplikation ist schneller als die vorige; nach 1. Multiplication kann die Tinktur 10 Teile tingieren; jede Multiplikation verzehnfacht die Kraft der Tinktur
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Fermentation,0,0,
g1a5,A5,E17,1,II,1682,A5 Praeparatio salis nitri ex terra virginea altera,Projection,0,0,
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Zuschreibung der Vorschrift,1,1,David Beuther
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Philosophische Vorbetrachtung,0,0,
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Datierung der Probenahme,1,6,Mai; klarer Himmel; kein Wind; kein Regen; früh morgens; bei Sonnenaufgang
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Ort der Probenahme,1,6,schöne Wiese; Wiese mit Blumen; Wiese mit Kräutern; Wiese mit Klee; Weinberge; Lehmgrube
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Art der Erde,1,5,fette schwarze Erde; rote Erde; gelbe Erde; lehmig; bolarisch
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Art der Probenahme,1,1,etliche Zentner
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Aufteilung der Erde,0,0,
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Fundort der Erde,0,0,
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Imprägnation der Erde,1,4,Erde ausbreiten; 14 Tage; Einwirkung von Gestirn und Himmel; bei Regen abdecken
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Extraktion,1,4,Fass; wie Seifensieder; kaltes Wasser; 24 Stunden stehen lassen
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Eindampfen,1,4,Sieden; Nach Einsieden stehen lassen; Salz kristallisiert aus; Salz wird gereinigt
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Bezeichnung des ausgelaugten Salzes,1,5,"Sal Terrae; Wasser, dass die Hände nicht netzt; Salpeter Philosophorum; Sal naturae virgineum; Secretum Philosophorum"
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Weiterverarbeitung Erdsalz,1,10,ausgelaugte Erde calcinieren; Erdsalz und calcinierte Erde vermischen; mit etwas Regenwasser; Kugeln herstellen; Mischung in Retorte geben; in Vorlage Wasser; per Gradus destillieren; Spiritus geht über; Sal volatile geht über; Spiritus und Sal volatile vermischen
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Weiterverarbeitung der Mischung von Spiritus und Sal volatile,1,9,Spiritus und Sal volatile in Retorte; Retorte = Glaskolben; 1. Retorte in Wasserbad; im Wasserbad Phlegma abtrennen; 2. Retorte in Sandbad; 2.1. Spiritus abdestillieren; 2.2. Sal Volatile übersublimieren; 3.1. wiederholtes Übersublimieren des Sal Volatile; 3.2. wiederholtes Rektifizieren des Spiritus
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Sal Volatile extra gewinnen,0,0,
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Extraktion Sal Fixum,1,4,bereits verwendete Kugeln calcinieren; Extraktion mit Wasser; destilliertes Regenwasser; Extrakt reinigen
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Nasser und trockener Weg,1,1,Nein
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Zusammenfügung von zwei Prinzipien,0,0,
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Zusammenfügung der drei Prinzipien,1,6,"Sal Volatile im Mörser fein reiben; Sal Fixum im Mörser fein reiben; Sal Volatile, Sal Fixum und Spiritus zusammengeben; Mischung digerieren; Digestion im Aschebad; Digestion 8 Tage"
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Bezeichnung des Lösungsmittels,1,5,Menstruum Universale; das rechte Wasser des Lebens; die rechte Fontina; das Bad der Wiedergeburt; unsere Philosophische Jungfern-Milch
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Salz mit Gold und Silber zusammenschmelzen,0,0,
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Auflösung von Gold,1,13,Qualität des Goldes; klein gefeiltes Gold; hochreines Gold; durch Antimon gegossen; 7-8 mal durch Antimon gegossen; Verhältnis Gold : Menstruum Universale 1 : 10; Gold und Menstruum Universale in Kolben; Kolben in Aschebad; 24 Stunden im Aschebad; Gold löst sich auf; Abgießen; Goldlösung in Phiole überführen; Phiole zuschmelzen
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Beschreibung des Athanors,0,0,
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Erzeugung des Rubinkorns,1,17,Erzeugung des Rubinkorns:: gefüllte Phiole in Athanor; 1. Phiole in Wasserdampf; 1a. 40 Tage im Wasserdampf; 1b. im Wasserdampf Putrefaction; 2. Phiole in Aschebad; 2a: 50 Tage im Aschebad; 2b: im Aschebad Pfauenschwanz; 3. Phiole in halben Sandbad; 3a: Phiole schaut aus Sand heraus; 3b: 50 Tage im halben Sandbad; 3c: zuerst im halben Sandbad Weiß; 3d: weitere 30 Tage im halben Sandbad; 3e: im halben Sandbad jetzt Gelb; 4: Phiole komplett im Sandbad; 4a: 40 Tage im kompletten Sandbad; 4b: im kompletten Sandbad Rot; 4c: im kompletten Sandbad in der Mitte Rubinkorn
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Bezeichnung des Rubinkorns,1,1,roter Mercurius Coagulatus
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Weiterer Syntheseschritt,0,0,
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Zwischenanalyse,0,0,
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Multiplikation,0,0,
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Fermentation,0,0,
g1a6,A6,E19,1,II,1718,"A6 Praeparatio Salis Terrae, seu Salpetri nostri e Terra Virginea",Projection,0,0,
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Zuschreibung der Vorschrift,1,3,Sendivogius; Johann Podowsky; Großschedel
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Philosophische Vorbetrachtung,1,1,die Erde ist aller Sachen Samen
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Datierung der Probenahme,0,0,
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Ort der Probenahme,0,0,
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Art der Erde,1,1,"Erde durch Sonne, Mond und Sterne imprägniert"
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Art der Probenahme,0,0,
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Aufteilung der Erde,1,1,Erde in 2 Teile teilen
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Fundort der Erde,1,1,Chomutov
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Imprägnation der Erde,0,0,
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Extraktion,1,1,wie Salpetersieder
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Eindampfen,1,2,Sieden; Salz wird gereinigt
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Bezeichnung des ausgelaugten Salzes,1,1,Salpeter
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Weiterverarbeitung Erdsalz,1,13,ausgelaugte Erde calcinieren; Erdsalz und calcinierte Erde vermischen; Verhältnis Erdsalz zu Erde 1:3; keine Kugeln; maximal 6 Pfund pro Ansatz; Mischung in Retorte geben; in Vorlage Wasser; 2 Pfund Wasser; Regenwasser; Spiritus geht über; Spiritus rot; Spiritus rektifizieren; Spiritus kühl lagern
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Weiterverarbeitung der Mischung von Spiritus und Sal volatile,0,0,
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Sal Volatile extra gewinnen,1,4,aus frischer Erde; 6 Pfund Erde; aus Retorte destillieren; kein Wasser vorlegen
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Extraktion Sal Fixum,1,5,"bereits verwendete Erde calcinieren; Extraktion mit Wasser; destilliertes warmes Wasser; Extrakt reinigen; Reinigen mit mehrmaligem Lösen, Filtrieren, Koagulieren und Auskristallisieren"
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Nasser und trockener Weg,1,1,Nein
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Zusammenfügung von zwei Prinzipien,0,0,
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Zusammenfügung der drei Prinzipien,1,1,"Sal Volatile, Sal Fixum und Spiritus zusammengeben"
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Bezeichnung des Lösungsmittels,1,2,Mercurius Triumphans; Menstruum Universale
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Salz mit Gold und Silber zusammenschmelzen,0,0,
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Auflösung von Gold,1,6,Qualität des Goldes; natürliches Gold; Verhältnis Gold : Menstruum Universale 1 : 10; Gold löst sich auf; Abfiltrieren; Goldlösung in Phiole überführen
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Beschreibung des Athanors,1,4,3 Kugeln; 1. Kugel die größte; 2. Kugel voller Löcher; 3. Kugel Buchenholz
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Erzeugung des Rubinkorns,1,20,Erzeugung des Rubinkorns:: gefüllte Phiole in Athanor; 1. Phiole in Wasserdampf; 1a. 40-48 Tage im Wasserdampf; 1b. im Wasserdampf Putrefaction; 2. Phiole in Aschebad; 2a: 50 Tage im Aschebad; 2b: im Aschebad Pfauenschwanz; 3. Phiole in halben Sandbad; 3a: Phiole schaut aus Sand heraus; 3b: 50 Tage im halben Sandbad; 3c: zuerst im halben Sandbad Weiß; 3d: weitere 30 Tage im halben Sandbad; 3e: im halben Sandbad jetzt Gelb; 4: Phiole komplett im Sandbad; 4a: Zeit unbestimmt; 4b: im kompletten Sandbad Rot; 4c: im kompletten Sandbad in der Mitte Rubinkorn; Rubinkorn ist Linsengroß; 4d: im kompletten Sandbad außen rotes Pulver; 5: rotes Rubinkorn entnehmen
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Bezeichnung des Rubinkorns,1,2,Goldsamen; das rechte philosophische Gold
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Weiterer Syntheseschritt,1,1,Secunda Compositio
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Zwischenanalyse,1,1,auf glühendem Silberblech
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Multiplikation,1,6,Verhältnis Rubinkorn : Menstruum Universale 1 : 10; im Athanor durch alle Farben; schnellere Wiederholung der ersten Operation; mehrfache Multiplikation; nach 1. Multiplication kann die Tinktur 10 Teile tingieren; jede Multiplikation verzehnfacht die Kraft der Tinktur
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Fermentation,0,0,
g2a7,A7,E39,2,III,,A7 Labor et praxis Michaelis Sendivogi Poloni,Projection,0,0,
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Zuschreibung der Vorschrift,1,1,Sendivogius
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Philosophische Vorbetrachtung,1,1,die Erde ist aller Sachen Samen
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Datierung der Probenahme,1,2,früh morgens; bei Sonnenaufgang
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Ort der Probenahme,1,2,Wiese mit Blumen; Wiese mit Kräutern
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Art der Erde,1,2,"Erde durch Sonne, Mond und Sterne imprägniert; rote fette Erde"
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Art der Probenahme,1,1,etliche Karren
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Aufteilung der Erde,1,1,Erde in 2 Teile teilen
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Fundort der Erde,0,0,
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Imprägnation der Erde,1,2,Erde ausbreiten; Nachts
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Extraktion,1,1,wie Salpetersieder
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Eindampfen,1,2,Sieden; Salz wird gereinigt
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Bezeichnung des ausgelaugten Salzes,1,1,Nitro
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Weiterverarbeitung Erdsalz,1,13,ausgelaugte Erde calcinieren; Erdsalz und calcinierte Erde vermischen; Verhältnis Erdsalz zu Erde 1:3; keine Kugeln; maximal 6 Pfund pro Ansatz; Mischung in Retorte geben; in Vorlage Wasser; 2 Pfund Wasser; destilliertes Regenwasser; Spiritus geht über; Spiritus rot; Spiritus rektifizieren; Spiritus kühl lagern
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Weiterverarbeitung der Mischung von Spiritus und Sal volatile,0,0,
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Sal Volatile extra gewinnen,1,4,aus frischer Erde; 6 Pfund Erde; aus Retorte destillieren; kein Wasser vorlegen
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Extraktion Sal Fixum,1,5,"bereits verwendete Erde calcinieren; Extraktion mit Wasser; destilliertes warmes Regenwasser; Extrakt reinigen; Reinigen mit mehrmaligem Lösen, Filtrieren, Koagulieren und Auskristallisieren"
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Nasser und trockener Weg,1,1,Nein
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Zusammenfügung von zwei Prinzipien,0,0,
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Zusammenfügung der drei Prinzipien,1,1,"Sal Volatile, Sal Fixum und Spiritus zusammengeben"
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Bezeichnung des Lösungsmittels,1,2,Mercurius Triumphans Philosophorum; Menstruum Universale
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Salz mit Gold und Silber zusammenschmelzen,0,0,
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Auflösung von Gold,1,7,Qualität des Goldes; klein geschlagenes Gold; natürliches Gold; Verhältnis Gold : Menstruum Universale 1 : 10; Gold löst sich auf; Abgießen; Goldlösung in Phiole überführen
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Beschreibung des Athanors,1,4,3 Kugeln; 1. Kugel die größte; 2. Kugel voller Löcher; 3. Kugel Eichenholz
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Erzeugung des Rubinkorns,1,21,Erzeugung des Rubinkorns:: gefüllte Phiole in Athanor; 1. Phiole in Wasserdampf; 1a. 40-45 Tage im Wasserdampf; 1b. im Wasserdampf Putrefaction; 2. Phiole in Aschebad; 2a: 50 Tage im Aschebad; 2b: im Aschebad Pfauenschwanz; nach Pfauenschwanz grün; 3. Phiole in halben Sandbad; 3a: Phiole schaut aus Sand heraus; 3b: 30 Tage im halben Sandbad; 3c: zuerst im halben Sandbad Weiß; 3d: weitere 30 Tage im halben Sandbad; 3e: im halben Sandbad jetzt Gelb; 4: Phiole komplett im Sandbad; 4a: Zeit unbestimmt; 4b: im kompletten Sandbad Rot; 4c: im kompletten Sandbad in der Mitte Rubinkorn; Rubinkorn ist Linsengroß; 4d: im kompletten Sandbad außen rotes Pulver; 5: rotes Rubinkorn entnehmen
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Bezeichnung des Rubinkorns,1,2,Goldsamen; das lebendige Gold der Philosophen
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Weiterer Syntheseschritt,1,1,Secunda Compositio
g2a8,A8,E34,2,III,,A8 Processus Universalis per Spiritum Universi Sendivogij Poloni,Zwischenanalyse,1,1,auf glühendem Silberblech
